time,temperature,precipitation,wind,latitude,longitude,city
2020-10-10T00:00,10.9,0.0,7.6,52.196835,21.08856,Warszawa
2020-10-10T01:00,11.0,0.0,7.7,52.196835,21.08856,Warszawa
2020-10-10T02:00,10.7,0.0,8.7,52.196835,21.08856,Warszawa
2020-10-10T03:00,11.5,0.3,12.1,52.196835,21.08856,Warszawa
2020-10-10T04:00,11.8,0.0,12.6,52.196835,21.08856,Warszawa
2020-10-10T05:00,11.8,0.0,14.0,52.196835,21.08856,Warszawa
2020-10-10T06:00,12.4,0.0,15.5,52.196835,21.08856,Warszawa
2020-10-10T07:00,13.2,0.0,15.0,52.196835,21.08856,Warszawa
2020-10-10T08:00,14.6,0.0,14.6,52.196835,21.08856,Warszawa
2020-10-10T09:00,16.5,0.0,15.9,52.196835,21.08856,Warszawa
2020-10-10T10:00,17.5,0.0,16.0,52.196835,21.08856,Warszawa
2020-10-10T11:00,18.3,0.0,15.6,52.196835,21.08856,Warszawa
2020-10-10T12:00,18.3,0.0,14.4,52.196835,21.08856,Warszawa
2020-10-10T13:00,18.2,0.0,14.0,52.196835,21.08856,Warszawa
2020-10-10T14:00,17.8,0.0,12.5,52.196835,21.08856,Warszawa
2020-10-10T15:00,16.8,0.0,12.1,52.196835,21.08856,Warszawa
2020-10-10T16:00,15.3,0.0,9.0,52.196835,21.08856,Warszawa
2020-10-10T17:00,14.5,0.5,6.3,52.196835,21.08856,Warszawa
2020-10-10T18:00,13.9,0.9,7.3,52.196835,21.08856,Warszawa
2020-10-10T19:00,13.7,1.2,4.3,52.196835,21.08856,Warszawa
2020-10-10T20:00,13.5,2.0,11.9,52.196835,21.08856,Warszawa
2020-10-10T21:00,12.7,1.6,19.1,52.196835,21.08856,Warszawa
2020-10-10T22:00,12.0,0.8,16.4,52.196835,21.08856,Warszawa
2020-10-10T23:00,11.6,1.2,16.1,52.196835,21.08856,Warszawa
2020-10-10T00:00,11.2,0.0,5.3,50.08787,19.982517,Kraków
2020-10-10T01:00,10.7,0.0,6.2,50.08787,19.982517,Kraków
2020-10-10T02:00,11.0,0.0,3.7,50.08787,19.982517,Kraków
2020-10-10T03:00,10.9,0.0,2.2,50.08787,19.982517,Kraków
2020-10-10T04:00,11.0,0.0,2.5,50.08787,19.982517,Kraków
2020-10-10T05:00,10.9,0.0,0.0,50.08787,19.982517,Kraków
2020-10-10T06:00,11.0,0.0,1.8,50.08787,19.982517,Kraków
2020-10-10T07:00,12.3,0.0,1.1,50.08787,19.982517,Kraków
2020-10-10T08:00,14.0,0.0,1.9,50.08787,19.982517,Kraków
2020-10-10T09:00,15.8,0.0,1.1,50.08787,19.982517,Kraków
2020-10-10T10:00,17.4,0.0,1.3,50.08787,19.982517,Kraków
2020-10-10T11:00,18.3,0.0,3.0,50.08787,19.982517,Kraków
2020-10-10T12:00,17.7,0.0,5.0,50.08787,19.982517,Kraków
2020-10-10T13:00,17.3,0.0,9.5,50.08787,19.982517,Kraków
2020-10-10T14:00,17.2,0.0,8.3,50.08787,19.982517,Kraków
2020-10-10T15:00,16.4,0.0,3.3,50.08787,19.982517,Kraków
2020-10-10T16:00,16.1,0.0,4.9,50.08787,19.982517,Kraków
2020-10-10T17:00,13.9,0.0,7.0,50.08787,19.982517,Kraków
2020-10-10T18:00,14.2,0.3,9.0,50.08787,19.982517,Kraków
2020-10-10T19:00,13.7,0.5,10.5,50.08787,19.982517,Kraków
2020-10-10T20:00,13.3,0.7,15.8,50.08787,19.982517,Kraków
2020-10-10T21:00,12.3,0.2,17.5,50.08787,19.982517,Kraków
2020-10-10T22:00,12.1,0.2,11.5,50.08787,19.982517,Kraków
2020-10-10T23:00,11.9,0.5,12.5,50.08787,19.982517,Kraków
2020-10-10T00:00,12.5,0.0,12.8,51.775043,19.379562,Łódź
2020-10-10T01:00,12.6,0.2,14.8,51.775043,19.379562,Łódź
2020-10-10T02:00,12.5,0.1,15.2,51.775043,19.379562,Łódź
2020-10-10T03:00,12.4,0.0,14.1,51.775043,19.379562,Łódź
2020-10-10T04:00,12.2,0.0,12.0,51.775043,19.379562,Łódź
2020-10-10T05:00,11.9,1.1,10.5,51.775043,19.379562,Łódź
2020-10-10T06:00,12.3,0.5,13.6,51.775043,19.379562,Łódź
2020-10-10T07:00,13.1,0.2,14.7,51.775043,19.379562,Łódź
2020-10-10T08:00,14.2,0.0,14.0,51.775043,19.379562,Łódź
2020-10-10T09:00,15.1,0.0,13.8,51.775043,19.379562,Łódź
2020-10-10T10:00,16.0,0.2,13.1,51.775043,19.379562,Łódź
2020-10-10T11:00,16.7,0.0,13.0,51.775043,19.379562,Łódź
2020-10-10T12:00,17.3,0.0,12.1,51.775043,19.379562,Łódź
2020-10-10T13:00,17.6,0.0,10.3,51.775043,19.379562,Łódź
2020-10-10T14:00,16.4,0.8,9.6,51.775043,19.379562,Łódź
2020-10-10T15:00,14.6,0.9,9.7,51.775043,19.379562,Łódź
2020-10-10T16:00,13.5,1.1,12.4,51.775043,19.379562,Łódź
2020-10-10T17:00,12.7,1.0,15.8,51.775043,19.379562,Łódź
2020-10-10T18:00,12.2,0.3,16.3,51.775043,19.379562,Łódź
2020-10-10T19:00,11.6,0.1,17.1,51.775043,19.379562,Łódź
2020-10-10T20:00,11.1,0.4,14.3,51.775043,19.379562,Łódź
2020-10-10T21:00,10.7,0.1,13.4,51.775043,19.379562,Łódź
2020-10-10T22:00,10.4,0.0,12.3,51.775043,19.379562,Łódź
2020-10-10T23:00,10.0,0.0,12.5,51.775043,19.379562,Łódź
2020-10-10T00:00,13.5,0.0,7.6,51.142353,16.965889,Wrocław
2020-10-10T01:00,13.2,0.0,7.2,51.142353,16.965889,Wrocław
2020-10-10T02:00,13.0,0.0,8.4,51.142353,16.965889,Wrocław
2020-10-10T03:00,13.1,0.0,8.8,51.142353,16.965889,Wrocław
2020-10-10T04:00,13.0,0.0,9.1,51.142353,16.965889,Wrocław
2020-10-10T05:00,12.5,0.0,9.0,51.142353,16.965889,Wrocław
