time,temperature,precipitation,wind,latitude,longitude,city
2020-10-14T00:00,11.0,3.9,30.1,52.196835,21.08856,Warszawa
2020-10-14T01:00,11.3,4.0,26.9,52.196835,21.08856,Warszawa
2020-10-14T02:00,9.8,3.6,18.3,52.196835,21.08856,Warszawa
2020-10-14T03:00,7.7,1.1,16.4,52.196835,21.08856,Warszawa
2020-10-14T04:00,7.4,0.1,16.6,52.196835,21.08856,Warszawa
2020-10-14T05:00,7.3,0.0,15.5,52.196835,21.08856,Warszawa
2020-10-14T06:00,7.4,0.0,17.0,52.196835,21.08856,Warszawa
2020-10-14T07:00,8.0,0.0,17.9,52.196835,21.08856,Warszawa
2020-10-14T08:00,8.8,0.0,19.6,52.196835,21.08856,Warszawa
2020-10-14T09:00,9.3,0.0,18.9,52.196835,21.08856,Warszawa
2020-10-14T10:00,9.6,0.0,18.8,52.196835,21.08856,Warszawa
2020-10-14T11:00,9.9,0.0,18.3,52.196835,21.08856,Warszawa
2020-10-14T12:00,8.6,0.0,16.4,52.196835,21.08856,Warszawa
2020-10-14T13:00,8.3,0.0,14.6,52.196835,21.08856,Warszawa
2020-10-14T14:00,7.6,0.1,12.1,52.196835,21.08856,Warszawa
2020-10-14T15:00,7.2,0.1,10.0,52.196835,21.08856,Warszawa
2020-10-14T16:00,6.9,0.2,8.7,52.196835,21.08856,Warszawa
2020-10-14T17:00,6.8,0.4,7.6,52.196835,21.08856,Warszawa
2020-10-14T18:00,6.8,0.2,8.8,52.196835,21.08856,Warszawa
2020-10-14T19:00,6.7,0.1,9.0,52.196835,21.08856,Warszawa
2020-10-14T20:00,6.6,0.1,9.0,52.196835,21.08856,Warszawa
2020-10-14T21:00,6.6,0.1,9.0,52.196835,21.08856,Warszawa
2020-10-14T22:00,6.8,0.0,8.6,52.196835,21.08856,Warszawa
2020-10-14T23:00,6.6,0.0,8.6,52.196835,21.08856,Warszawa
2020-10-14T00:00,6.4,1.9,16.4,50.08787,19.982517,Kraków
2020-10-14T01:00,6.7,0.1,16.3,50.08787,19.982517,Kraków
2020-10-14T02:00,6.5,0.0,16.4,50.08787,19.982517,Kraków
2020-10-14T03:00,6.4,0.0,14.5,50.08787,19.982517,Kraków
2020-10-14T04:00,6.5,0.0,13.8,50.08787,19.982517,Kraków
2020-10-14T05:00,6.6,0.0,11.7,50.08787,19.982517,Kraków
2020-10-14T06:00,6.7,0.0,12.3,50.08787,19.982517,Kraków
2020-10-14T07:00,7.3,0.0,13.1,50.08787,19.982517,Kraków
2020-10-14T08:00,7.9,0.0,16.3,50.08787,19.982517,Kraków
2020-10-14T09:00,8.5,0.0,16.1,50.08787,19.982517,Kraków
2020-10-14T10:00,8.7,0.0,14.7,50.08787,19.982517,Kraków
2020-10-14T11:00,8.8,0.0,15.8,50.08787,19.982517,Kraków
2020-10-14T12:00,8.5,0.1,14.8,50.08787,19.982517,Kraków
2020-10-14T13:00,8.2,0.2,16.0,50.08787,19.982517,Kraków
2020-10-14T14:00,7.9,0.2,14.6,50.08787,19.982517,Kraków
2020-10-14T15:00,7.5,0.1,11.3,50.08787,19.982517,Kraków
2020-10-14T16:00,7.1,0.0,9.5,50.08787,19.982517,Kraków
2020-10-14T17:00,7.0,0.1,10.5,50.08787,19.982517,Kraków
2020-10-14T18:00,6.8,0.5,14.2,50.08787,19.982517,Kraków
2020-10-14T19:00,6.7,0.6,16.4,50.08787,19.982517,Kraków
2020-10-14T20:00,6.7,0.7,20.6,50.08787,19.982517,Kraków
2020-10-14T21:00,6.8,0.6,24.2,50.08787,19.982517,Kraków
2020-10-14T22:00,7.1,0.3,24.8,50.08787,19.982517,Kraków
2020-10-14T23:00,7.3,0.3,22.4,50.08787,19.982517,Kraków
2020-10-14T00:00,8.0,1.9,35.1,51.775043,19.379562,Łódź
2020-10-14T01:00,8.4,0.8,35.4,51.775043,19.379562,Łódź
2020-10-14T02:00,8.7,0.7,33.1,51.775043,19.379562,Łódź
2020-10-14T03:00,8.8,1.1,20.2,51.775043,19.379562,Łódź
2020-10-14T04:00,7.1,0.9,18.6,51.775043,19.379562,Łódź
2020-10-14T05:00,6.8,0.2,19.5,51.775043,19.379562,Łódź
2020-10-14T06:00,6.8,0.0,19.1,51.775043,19.379562,Łódź
2020-10-14T07:00,7.0,0.0,19.1,51.775043,19.379562,Łódź
2020-10-14T08:00,7.7,0.0,21.9,51.775043,19.379562,Łódź
2020-10-14T09:00,8.6,0.0,21.3,51.775043,19.379562,Łódź
2020-10-14T10:00,8.8,0.0,19.0,51.775043,19.379562,Łódź
2020-10-14T11:00,9.1,0.0,17.9,51.775043,19.379562,Łódź
2020-10-14T12:00,8.2,0.0,16.8,51.775043,19.379562,Łódź
2020-10-14T13:00,8.2,0.2,17.0,51.775043,19.379562,Łódź
2020-10-14T14:00,7.8,0.1,14.0,51.775043,19.379562,Łódź
2020-10-14T15:00,7.3,0.2,14.8,51.775043,19.379562,Łódź
2020-10-14T16:00,7.1,0.2,12.3,51.775043,19.379562,Łódź
2020-10-14T17:00,6.9,0.2,9.0,51.775043,19.379562,Łódź
2020-10-14T18:00,6.9,0.2,5.6,51.775043,19.379562,Łódź
2020-10-14T19:00,6.8,0.1,2.6,51.775043,19.379562,Łódź
2020-10-14T20:00,6.7,0.1,2.9,51.775043,19.379562,Łódź
2020-10-14T21:00,6.7,0.2,2.1,51.775043,19.379562,Łódź
2020-10-14T22:00,6.7,0.2,2.9,51.775043,19.379562,Łódź
2020-10-14T23:00,6.6,0.2,4.0,51.775043,19.379562,Łódź
2020-10-14T00:00,7.6,3.4,27.4,51.142353,16.965889,Wrocław
2020-10-14T01:00,7.6,2.9,24.9,51.142353,16.965889,Wrocław
2020-10-14T02:00,7.5,4.0,23.4,51.142353,16.965889,Wrocław
2020-10-14T03:00,7.6,3.1,24.0,51.142353,16.965889,Wrocław
2020-10-14T04:00,7.8,2.2,26.2,51.142353,16.965889,Wrocław
2020-10-14T05:00,7.8,1.6,26.8,51.142353,16.965889,Wrocław
